province,max,min,rain,humidi,date
Ho Chi Minh City,33,26,9,75,6/29/2018
Ho Chi Minh City,32,25,8.3,81,6/29/2019
Ho Chi Minh City,26,25,24.8,84,6/29/2020
Ho Chi Minh City,32,25,11.1,87,6/30/2009
Ho Chi Minh City,34,25,2,84,6/30/2010
Ho Chi Minh City,31,25,27.3,85,6/30/2011
Ho Chi Minh City,28,25,24.4,90,6/30/2012
Ho Chi Minh City,35,26,4.5,74,6/30/2013
Ho Chi Minh City,33,25,15,83,6/30/2014
Ho Chi Minh City,34,26,5.8,71,6/30/2015
Ho Chi Minh City,31,25,13.5,82,6/30/2016
Ho Chi Minh City,32,26,11.5,82,6/30/2017
Ho Chi Minh City,34,26,5,75,6/30/2018
Ho Chi Minh City,31,26,11.4,81,6/30/2019
Ho Chi Minh City,31,26,16.2,80,6/30/2020
Ho Chi Minh City,33,26,11,81,6/14/2009
Ho Chi Minh City,30,25,14.8,89,7/4/2009
Ho Chi Minh City,29,25,2.9,89,7/4/2010
Ho Chi Minh City,31,25,6.4,82,7/4/2011
Ho Chi Minh City,31,25,9.6,85,7/4/2012
Ho Chi Minh City,34,25,11.3,82,7/4/2013
Ho Chi Minh City,34,26,10.6,80,7/4/2014
Ho Chi Minh City,34,26,13.1,73,7/4/2015
Ho Chi Minh City,34,26,1.4,73,7/4/2016
Ho Chi Minh City,33,26,1.4,78,7/4/2017
Ho Chi Minh City,32,25,46.1,80,7/4/2018
Ho Chi Minh City,32,24,7.6,85,7/4/2019
Ho Chi Minh City,29,24,6.7,80,7/4/2020
Ho Chi Minh City,32,26,13.3,87,6/14/2010
Ho Chi Minh City,30,25,2.4,81,6/14/2011
Ho Chi Minh City,33,26,3.3,77,6/14/2012
Ho Chi Minh City,29,25,9.1,89,6/14/2013
Ho Chi Minh City,31,26,5.9,83,6/14/2014
Ho Chi Minh City,34,27,35.4,76,6/14/2015
Ho Chi Minh City,33,26,14.3,79,6/14/2016
Ho Chi Minh City,32,26,4.3,80,6/14/2017
Ho Chi Minh City,34,27,9.6,75,6/14/2018
Ho Chi Minh City,33,27,15.5,79,6/14/2019
Ho Chi Minh City,32,26,38.1,81,6/14/2020
Ho Chi Minh City,33,25,2,72,6/14/2021
Ho Chi Minh City,30,24,19.3,90,7/5/2009
Ho Chi Minh City,33,24,13.1,84,7/5/2010
Ho Chi Minh City,32,25,8.9,82,7/5/2011
Ho Chi Minh City,30,25,34.8,84,7/5/2012
Ho Chi Minh City,33,25,19.8,84,7/5/2013
Ho Chi Minh City,33,26,14.5,84,7/5/2014
Ho Chi Minh City,33,27,6.6,73,7/5/2015
Ho Chi Minh City,34,26,3.6,77,7/5/2016
Ho Chi Minh City,32,26,10.7,79,7/5/2017
Ho Chi Minh City,31,25,26,81,7/5/2018
Ho Chi Minh City,31,25,30.7,83,7/5/2019
Ho Chi Minh City,33,26,0.4,71,7/5/2020
Ho Chi Minh City,31,25,16.1,89,6/27/2009
Ho Chi Minh City,31,25,19.7,91,6/27/2010
Ho Chi Minh City,31,25,4.1,82,6/27/2011
Ho Chi Minh City,33,25,30.9,80,6/27/2012
Ho Chi Minh City,34,26,2.7,78,6/27/2013
Ho Chi Minh City,34,26,4.2,73,6/27/2014
Ho Chi Minh City,33,25,14.9,72,6/27/2015
Ho Chi Minh City,27,25,19.3,89,6/27/2016
Ho Chi Minh City,32,26,8.3,80,6/27/2017
Ho Chi Minh City,33,26,7.1,75,6/27/2018
Ho Chi Minh City,29,25,5.5,83,6/27/2019
Ho Chi Minh City,33,27,14.9,73,6/27/2020
Ho Chi Minh City,32,25,8.1,86,7/6/2009
Ho Chi Minh City,31,25,5.9,87,7/6/2010
Ho Chi Minh City,33,25,27.5,83,7/6/2011
Ho Chi Minh City,31,26,20.1,84,7/6/2012
Ho Chi Minh City,31,25,12.8,85,7/6/2013
Ho Chi Minh City,33,25,3.1,82,7/6/2014
Ho Chi Minh City,33,26,24.6,75,7/6/2015
Ho Chi Minh City,31,26,6.8,81,7/6/2016
Ho Chi Minh City,33,26,8.3,77,7/6/2017
Ho Chi Minh City,30,25,35.9,82,7/6/2018
Ho Chi Minh City,32,25,24.4,82,7/6/2019
Ho Chi Minh City,32,27,3.2,77,7/6/2020
Ho Chi Minh City,31,25,12.8,88,7/8/2009
Ho Chi Minh City,34,25,8.9,82,7/8/2010
Ho Chi Minh City,29,25,20.5,91,7/8/2011
Ho Chi Minh City,32,26,6.2,82,7/8/2012
Ho Chi Minh City,33,24,14.4,82,7/8/2013
Ho Chi Minh City,31,25,21.8,84,7/8/2014
Ho Chi Minh City,33,26,30.7,78,7/8/2015
Ho Chi Minh City,33,26,16,77,7/8/2016
Ho Chi Minh City,33,26,0.2,75,7/8/2017
Ho Chi Minh City,31,25,22.6,82,7/8/2018
Ho Chi Minh City,33,26,6.7,81,7/8/2019
Ho Chi Minh City,34,28,1.6,72,7/8/2020
Ho Chi Minh City,32,26,3.8,85,7/7/2009
Ho Chi Minh City,34,24,6.8,82,7/7/2010
Ho Chi Minh City,33,25,13.1,84,7/7/2011
Ho Chi Minh City,32,25,13.6,84,7/7/2012
Ho Chi Minh City,31,25,7.6,85,7/7/2013
Ho Chi Minh City,32,25,18.6,81,7/7/2014
Ho Chi Minh City,34,26,24.7,76,7/7/2015
Ho Chi Minh City,33,25,5.6,77,7/7/2016
Ho Chi Minh City,32,26,9.7,79,7/7/2017
Ho Chi Minh City,30,25,45.2,84,7/7/2018
Ho Chi Minh City,33,25,16.4,81,7/7/2019
Ho Chi Minh City,33,26,0.6,74,7/7/2020
Ho Chi Minh City,32,24,9.5,88,7/2/2009
Ho Chi Minh City,32,25,10.4,90,7/2/2010
Ho Chi Minh City,33,25,21.6,83,7/2/2011
Ho Chi Minh City,32,25,2.7,81,7/2/2012
Ho Chi Minh City,32,26,15,83,7/2/2013
Ho Chi Minh City,34,25,2.6,76,7/2/2014
Ho Chi Minh City,33,26,43.7,76,7/2/2015
Ho Chi Minh City,32,26,3.5,80,7/2/2016
Ho Chi Minh City,33,26,1.2,77,7/2/2017
Ho Chi Minh City,33,26,19.6,78,7/2/2018
Ho Chi Minh City,30,25,25.3,84,7/2/2019
Ho Chi Minh City,32,26,9.8,74,7/2/2020
Ho Chi Minh City,33,25,3.4,84,7/9/2009
Ho Chi Minh City,31,25,14.1,88,7/9/2010
Ho Chi Minh City,31,24,1.3,83,7/9/2011
Ho Chi Minh City,33,25,0.8,82,7/9/2012
Ho Chi Minh City,32,25,7.1,83,7/9/2013
Ho Chi Minh City,32,25,3.3,82,7/9/2014
Ho Chi Minh City,29,26,12.2,82,7/9/2015
Ho Chi Minh City,32,25,4.6,74,7/9/2016
Ho Chi Minh City,34,26,0.1,73,7/9/2017
Ho Chi Minh City,32,26,21.6,81,7/9/2018
Ho Chi Minh City,32,25,18,80,7/9/2019
Ho Chi Minh City,34,26,0,71,7/9/2020
Ho Chi Minh City,31,25,17.9,90,7/11/2009
Ho Chi Minh City,31,25,9.6,89,7/11/2010
Ho Chi Minh City,31,25,10.5,85,7/11/2011
Ho Chi Minh City,32,25,11.7,87,7/11/2012
Ho Chi Minh City,34,25,1.5,77,7/11/2013
Ho Chi Minh City,33,25,0,70,7/11/2014
Ho Chi Minh City,33,25,16.3,75,7/11/2015
Ho Chi Minh City,31,25,38,81,7/11/2016
Ho Chi Minh City,33,26,7,79,7/11/2017
Ho Chi Minh City,29,25,30.1,89,7/11/2018
Ho Chi Minh City,34,26,0.6,77,7/11/2019
Ho Chi Minh City,33,26,5.6,75,7/11/2020
Ho Chi Minh City,27,24,5.7,94,7/13/2009
Ho Chi Minh City,31,26,18.4,90,7/13/2010
Ho Chi Minh City,31,25,5.9,86,7/13/2011
Ho Chi Minh City,31,24,7.2,87,7/13/2012
Ho Chi Minh City,35,26,0.1,75,7/13/2013
Ho Chi Minh City,32,25,21.1,86,7/13/2014
Ho Chi Minh City,31,25,30.1,82,7/13/2015
Ho Chi Minh City,33,25,11,81,7/13/2016
Ho Chi Minh City,31,25,31.9,84,7/13/2017
Ho Chi Minh City,29,25,9,85,7/13/2018
Ho Chi Minh City,32,26,13,80,7/13/2019
Ho Chi Minh City,33,26,1.9,75,7/13/2020
Ho Chi Minh City,28,24,30.2,95,7/16/2009
Ho Chi Minh City,28,24,3.9,93,7/16/2010
Ho Chi Minh City,32,25,3.1,81,7/16/2011
Ho Chi Minh City,34,25,6.3,80,7/16/2012
Ho Chi Minh City,28,24,5.6,89,7/16/2013
Ho Chi Minh City,33,25,8.5,80,7/16/2014
Ho Chi Minh City,33,26,5.4,72,7/16/2015
Ho Chi Minh City,33,26,3.9,79,7/16/2016
Ho Chi Minh City,27,25,4.9,85,7/16/2017
Ho Chi Minh City,29,25,8.7,86,7/16/2018
Ho Chi Minh City,33,25,30.6,82,7/16/2019
Ho Chi Minh City,33,27,5.8,75,7/16/2020
Ho Chi Minh City,30,25,27.4,91,7/3/2009
Ho Chi Minh City,33,25,17.7,87,7/3/2010
Ho Chi Minh City,33,25,4.6,81,7/3/2011
Ho Chi Minh City,32,25,21.4,84,7/3/2012
Ho Chi Minh City,33,26,13.3,83,7/3/2013
Ho Chi Minh City,34,26,13.3,80,7/3/2014
Ho Chi Minh City,33,26,16.3,74,7/3/2015
Ho Chi Minh City,33,26,0.2,74,7/3/2016
Ho Chi Minh City,33,26,10,77,7/3/2017
Ho Chi Minh City,32,25,40.2,80,7/3/2018
Ho Chi Minh City,27,25,11.5,87,7/3/2019
Ho Chi Minh City,31,26,28.4,80,7/3/2020
Ho Chi Minh City,30,24,17.2,92,7/12/2009
Ho Chi Minh City,32,25,14.7,87,7/12/2010
Ho Chi Minh City,31,25,10.7,86,7/12/2011
Ho Chi Minh City,30,24,39.8,91,7/12/2012
Ho Chi Minh City,34,25,0.7,77,7/12/2013
Ho Chi Minh City,34,26,11.8,79,7/12/2014
Ho Chi Minh City,33,26,28.9,78,7/12/2015
Ho Chi Minh City,32,26,27.2,82,7/12/2016
Ho Chi Minh City,32,26,37.9,82,7/12/2017
Ho Chi Minh City,29,24,36.3,86,7/12/2018
Ho Chi Minh City,33,25,5.8,79,7/12/2019
Ho Chi Minh City,32,26,22.8,78,7/12/2020
Ho Chi Minh City,25,23,15.4,96,7/15/2009
Ho Chi Minh City,27,25,8.7,95,7/15/2010
Ho Chi Minh City,31,25,11.1,88,7/15/2011
Ho Chi Minh City,33,25,0.4,78,7/15/2012
Ho Chi Minh City,33,25,19.7,84,7/15/2013
Ho Chi Minh City,32,25,3.5,82,7/15/2014
Ho Chi Minh City,32,26,32.8,78,7/15/2015
Ho Chi Minh City,28,24,10.7,92,7/18/2009
Ho Chi Minh City,31,25,7.3,88,7/18/2010
Ho Chi Minh City,32,24,4,82,7/18/2011
Ho Chi Minh City,32,26,8.1,85,7/18/2012
Ho Chi Minh City,30,25,9.2,85,7/18/2013
Ho Chi Minh City,31,25,3.2,81,7/18/2014
Ho Chi Minh City,31,26,17.9,77,7/18/2015
Ho Chi Minh City,30,25,5.4,84,7/18/2016
Ho Chi Minh City,32,25,34,85,7/18/2017
Ho Chi Minh City,28,25,12.7,90,7/18/2018
Ho Chi Minh City,31,25,29.7,87,7/18/2019
Ho Chi Minh City,33,27,10.6,73,7/18/2020
Ho Chi Minh City,28,24,5.4,94,7/20/2009
Ho Chi Minh City,32,25,13.5,86,7/20/2010
Ho Chi Minh City,34,24,12.6,81,7/20/2011
Ho Chi Minh City,32,25,16.9,83,7/20/2012
Ho Chi Minh City,28,23,15.3,91,7/20/2013
Ho Chi Minh City,34,25,3.3,74,7/20/2014
Ho Chi Minh City,32,25,8,83,7/20/2015
Ho Chi Minh City,30,24,3.8,85,7/20/2016
Ho Chi Minh City,29,25,31.3,87,7/20/2017
Ho Chi Minh City,31,26,14.7,85,7/20/2018
Ho Chi Minh City,32,25,15.4,84,7/20/2019
Ho Chi Minh City,34,27,0.9,71,7/20/2020
Ho Chi Minh City,28,24,5.2,93,7/17/2009
Ho Chi Minh City,30,24,9.8,92,7/17/2010
Ho Chi Minh City,31,25,13.3,83,7/17/2011
Ho Chi Minh City,33,26,9.4,83,7/17/2012
Ho Chi Minh City,28,24,1.8,87,7/17/2013
Ho Chi Minh City,34,25,2.7,80,7/17/2014
Ho Chi Minh City,33,26,20.4,74,7/17/2015
Ho Chi Minh City,34,26,10.1,79,7/17/2016
Ho Chi Minh City,29,25,5.4,86,7/17/2017
Ho Chi Minh City,29,25,6.9,86,7/17/2018
Ho Chi Minh City,30,25,42.7,89,7/17/2019
Ho Chi Minh City,32,27,8,75,7/17/2020
Ho Chi Minh City,33,26,10.5,80,7/15/2016
Ho Chi Minh City,28,25,10.4,85,7/15/2017
Ho Chi Minh City,29,25,9.3,86,7/15/2018
Ho Chi Minh City,32,26,13.7,80,7/15/2019
Ho Chi Minh City,33,27,28.9,77,7/15/2020
Ho Chi Minh City,32,25,5.2,86,7/10/2009
Ho Chi Minh City,33,24,7.8,86,7/10/2010
Ho Chi Minh City,31,24,13.8,84,7/10/2011
Ho Chi Minh City,33,25,7,81,7/10/2012
Ho Chi Minh City,33,25,0.8,77,7/10/2013
Ho Chi Minh City,32,25,0.7,78,7/10/2014
Ho Chi Minh City,32,25,12.9,77,7/10/2015
Ho Chi Minh City,32,26,24.7,76,7/10/2016
Ho Chi Minh City,34,26,4,74,7/10/2017
Ho Chi Minh City,31,25,30,85,7/10/2018
Ho Chi Minh City,33,25,2.9,80,7/10/2019
Ho Chi Minh City,34,27,0.1,71,7/10/2020
Ho Chi Minh City,31,24,12.8,89,7/19/2009
Ho Chi Minh City,34,25,2.2,83,7/19/2010
Ho Chi Minh City,32,24,2.4,83,7/19/2011
Ho Chi Minh City,32,25,3.5,82,7/19/2012
Ho Chi Minh City,30,24,19,89,7/19/2013
Ho Chi Minh City,32,25,1.6,77,7/19/2014
Ho Chi Minh City,30,26,15.6,85,7/19/2015
Ho Chi Minh City,28,24,1.3,90,7/14/2009
Ho Chi Minh City,32,25,9.7,89,7/14/2010
Ho Chi Minh City,32,25,14.1,87,7/14/2011
Ho Chi Minh City,32,24,3.1,83,7/14/2012
Ho Chi Minh City,34,26,2.8,78,7/14/2013
Ho Chi Minh City,29,24,9.3,90,7/14/2014
Ho Chi Minh City,32,26,23.8,79,7/14/2015
Ho Chi Minh City,32,26,11.6,82,7/14/2016
Ho Chi Minh City,30,25,11.3,85,7/14/2017
Ho Chi Minh City,29,25,19.9,88,7/14/2018
Ho Chi Minh City,32,25,13.1,79,7/14/2019
Ho Chi Minh City,32,26,16.4,78,7/14/2020
Ho Chi Minh City,30,24,2.3,86,7/19/2016
Ho Chi Minh City,27,24,12.4,92,7/19/2017
Ho Chi Minh City,30,25,5.4,84,7/19/2018
Ho Chi Minh City,31,25,35.7,86,7/19/2019
Ho Chi Minh City,34,27,4.4,71,7/19/2020
Ho Chi Minh City,29,24,27.3,92,7/23/2009
Ho Chi Minh City,30,24,10.9,91,7/23/2010
Ho Chi Minh City,32,24,6.9,81,7/23/2011
Ho Chi Minh City,33,25,0.5,77,7/23/2012
Ho Chi Minh City,27,24,8.6,93,7/23/2013
Ho Chi Minh City,28,25,7.6,86,7/23/2014
Ho Chi Minh City,33,26,10.1,74,7/23/2015
Ho Chi Minh City,30,25,4,85,7/23/2016
Ho Chi Minh City,30,25,21.3,83,7/23/2017
Ho Chi Minh City,30,26,42.3,82,7/23/2018
Ho Chi Minh City,32,26,6.2,81,7/23/2019
Ho Chi Minh City,34,28,0.9,70,7/23/2020
Ho Chi Minh City,25,24,37.4,97,7/22/2009
Ho Chi Minh City,31,25,7.2,91,7/22/2010
Ho Chi Minh City,31,25,10.8,84,7/22/2011
Ho Chi Minh City,32,25,4.2,83,7/22/2012
Ho Chi Minh City,30,24,18.6,91,7/22/2013
Ho Chi Minh City,29,24,8.4,89,7/22/2014
Ho Chi Minh City,34,25,0,70,7/22/2015
Ho Chi Minh City,29,24,18.5,91,7/25/2009
Ho Chi Minh City,25,24,8.6,94,7/25/2010
Ho Chi Minh City,30,24,19.8,86,7/25/2011
Ho Chi Minh City,33,25,4.4,76,7/25/2012
Ho Chi Minh City,31,24,6.3,83,7/25/2013
Ho Chi Minh City,32,24,19.3,79,7/25/2014
Ho Chi Minh City,33,26,9.5,75,7/25/2015
Ho Chi Minh City,29,24,4.2,85,7/25/2016
Ho Chi Minh City,26,24,13.9,90,7/25/2017
Ho Chi Minh City,30,25,32.7,84,7/25/2018
Ho Chi Minh City,31,24,0.4,79,7/25/2019
Ho Chi Minh City,34,26,0,69,7/25/2020
Ho Chi Minh City,30,24,4,86,7/22/2016
Ho Chi Minh City,31,25,19.8,82,7/22/2017
Ho Chi Minh City,31,26,24.6,83,7/22/2018
Ho Chi Minh City,32,26,6,80,7/22/2019
Ho Chi Minh City,33,27,13.3,73,7/22/2020
Ho Chi Minh City,30,24,20.3,90,7/26/2009
Ho Chi Minh City,29,23,9.3,91,7/26/2010
Ho Chi Minh City,32,24,22,85,7/26/2011
Ho Chi Minh City,33,25,4,77,7/26/2012
Ho Chi Minh City,32,25,7.6,81,7/26/2013
Ho Chi Minh City,32,25,13.6,83,7/26/2014
Ho Chi Minh City,34,26,3.4,72,7/26/2015
Ho Chi Minh City,31,24,3.4,84,7/26/2016
Ho Chi Minh City,29,24,9.9,87,7/26/2017
Ho Chi Minh City,31,26,12.7,83,7/26/2018
Ho Chi Minh City,32,24,0.9,78,7/26/2019
Ho Chi Minh City,32,27,14.4,75,7/26/2020
Ho Chi Minh City,29,24,13.2,92,7/27/2009
Ho Chi Minh City,30,24,6.2,92,7/27/2010
Ho Chi Minh City,30,24,24.9,88,7/27/2011
Ho Chi Minh City,32,24,13.8,81,7/27/2012
Ho Chi Minh City,33,25,8.7,82,7/27/2013
Ho Chi Minh City,32,25,12.5,83,7/27/2014
Ho Chi Minh City,34,27,4.9,70,7/27/2015
Ho Chi Minh City,30,24,4,85,7/27/2016
Ho Chi Minh City,30,25,12.5,84,7/27/2017
Ho Chi Minh City,31,26,12.8,84,7/27/2018
Ho Chi Minh City,31,25,16,81,7/27/2019
Ho Chi Minh City,33,27,9,74,7/27/2020
Ho Chi Minh City,29,24,3.5,89,7/31/2009
Ho Chi Minh City,33,25,10,89,7/31/2010
Ho Chi Minh City,30,24,4,83,7/31/2011
Ho Chi Minh City,32,24,1.7,73,7/31/2012
Ho Chi Minh City,31,25,11.8,84,7/31/2013
Ho Chi Minh City,32,25,13.8,82,7/31/2014
Ho Chi Minh City,32,25,6.6,73,7/31/2015
Ho Chi Minh City,32,26,4.1,75,7/31/2016
Ho Chi Minh City,31,26,20.4,82,7/31/2017
Ho Chi Minh City,33,25,0.8,77,7/31/2018
Ho Chi Minh City,29,26,10.1,84,7/31/2019
Ho Chi Minh City,29,26,32.2,81,7/31/2020
Ho Chi Minh City,30,24,1.4,87,7/29/2009
Ho Chi Minh City,33,24,1.9,81,7/29/2010
Ho Chi Minh City,30,24,20.8,87,7/29/2011
Ho Chi Minh City,27,24,3.7,88,7/29/2012
Ho Chi Minh City,32,26,3.6,79,7/29/2013
Ho Chi Minh City,32,25,11.6,80,7/29/2014
Ho Chi Minh City,33,27,17.3,75,7/29/2015
Ho Chi Minh City,32,26,24.2,80,7/29/2016
Ho Chi Minh City,31,26,13.2,82,7/29/2017
Ho Chi Minh City,32,26,3.7,81,7/29/2018
Ho Chi Minh City,32,25,16.4,82,7/29/2019
Ho Chi Minh City,34,27,4.8,72,7/29/2020
Ho Chi Minh City,28,24,8.3,90,7/30/2009
Ho Chi Minh City,33,25,7.5,83,7/30/2010
Ho Chi Minh City,29,24,3.5,89,7/30/2011
Ho Chi Minh City,30,25,1.9,80,7/30/2012
Ho Chi Minh City,33,25,19.2,79,7/30/2013
Ho Chi Minh City,30,25,17.8,87,7/30/2014
Ho Chi Minh City,32,26,31.6,78,7/30/2015
Ho Chi Minh City,33,25,7.2,77,7/30/2016
Ho Chi Minh City,31,26,18.2,82,7/30/2017
Ho Chi Minh City,32,26,32.7,82,7/30/2018
Ho Chi Minh City,31,25,8.1,83,7/30/2019
Ho Chi Minh City,33,27,15.4,73,7/30/2020
Ho Chi Minh City,30,24,20.5,92,7/21/2009
Ho Chi Minh City,29,25,3.2,92,7/21/2010
Ho Chi Minh City,33,25,7.4,79,7/21/2011
Ho Chi Minh City,32,25,3,84,7/21/2012
Ho Chi Minh City,27,24,18.9,93,7/21/2013
Ho Chi Minh City,32,25,8.4,82,7/21/2014
Ho Chi Minh City,32,26,7.8,79,7/21/2015
Ho Chi Minh City,30,24,3.7,86,7/21/2016
Ho Chi Minh City,30,24,8.7,84,7/21/2017
Ho Chi Minh City,31,26,30.7,86,7/21/2018
Ho Chi Minh City,32,26,3.3,82,7/21/2019
Ho Chi Minh City,34,27,0.2,69,7/21/2020
Ho Chi Minh City,28,24,8.7,91,8/1/2009
Ho Chi Minh City,30,25,16.7,93,8/1/2010
Ho Chi Minh City,32,25,9,82,8/1/2011
Ho Chi Minh City,29,25,8.2,83,8/1/2012
Ho Chi Minh City,29,24,6.3,86,8/1/2013
Ho Chi Minh City,31,25,13.1,83,8/1/2014
Ho Chi Minh City,34,26,18.4,73,8/1/2015
Ho Chi Minh City,33,26,15.4,76,8/1/2016
Ho Chi Minh City,32,26,29.7,81,8/1/2017
Ho Chi Minh City,33,26,4.2,73,8/1/2018
Ho Chi Minh City,31,25,5.2,79,8/1/2019
Ho Chi Minh City,29,26,31.4,82,8/1/2020
Ho Chi Minh City,25,23,48.9,96,8/2/2009
Ho Chi Minh City,30,24,3.2,90,8/2/2010
Ho Chi Minh City,32,25,2.8,84,8/2/2011
Ho Chi Minh City,30,24,9.5,81,8/2/2012
Ho Chi Minh City,30,24,25,88,8/2/2013
Ho Chi Minh City,33,25,5.3,79,8/2/2014
Ho Chi Minh City,32,26,12.7,76,8/2/2015
Ho Chi Minh City,32,26,41.4,82,8/2/2016
Ho Chi Minh City,32,26,27.7,82,8/2/2017
Ho Chi Minh City,32,26,16.9,77,8/2/2018
Ho Chi Minh City,31,25,13.1,81,8/2/2019
Ho Chi Minh City,29,25,15.4,83,8/2/2020
Ho Chi Minh City,29,24,7.3,91,7/24/2009
Ho Chi Minh City,30,24,4.4,89,7/24/2010
Ho Chi Minh City,32,25,8.3,84,7/24/2011
Ho Chi Minh City,32,25,12.6,79,7/24/2012
Ho Chi Minh City,29,24,6.2,87,7/24/2013
Ho Chi Minh City,31,24,6.3,81,7/24/2014
Ho Chi Minh City,34,26,3.8,73,7/24/2015
Ho Chi Minh City,30,24,5.4,84,7/24/2016
Ho Chi Minh City,30,25,45.2,84,7/24/2017
Ho Chi Minh City,31,26,50.7,84,7/24/2018
Ho Chi Minh City,32,25,6.5,82,7/24/2019
Ho Chi Minh City,27,23,24.7,83,7/24/2020
Ho Chi Minh City,31,24,15.5,90,8/5/2009
Ho Chi Minh City,33,25,0,76,8/5/2010
Ho Chi Minh City,33,26,3.3,81,8/5/2011
Ho Chi Minh City,34,25,0.7,74,8/5/2012
Ho Chi Minh City,32,26,25.8,82,8/5/2013
Ho Chi Minh City,29,25,5.4,86,8/5/2014
Ho Chi Minh City,32,26,8,73,8/5/2015
Ho Chi Minh City,32,25,11,80,8/5/2016
Ho Chi Minh City,30,26,7,85,8/5/2017
Ho Chi Minh City,30,25,16.9,85,8/5/2018
Ho Chi Minh City,30,25,18.1,84,8/5/2019
Ho Chi Minh City,30,25,18.7,82,8/5/2020
Ho Chi Minh City,28,24,20,94,8/4/2009
Ho Chi Minh City,26,23,21.3,96,8/3/2009
Ho Chi Minh City,33,25,1.7,80,8/4/2010
Ho Chi Minh City,33,26,8.5,81,8/4/2011
Ho Chi Minh City,33,24,3.7,76,8/4/2012
Ho Chi Minh City,33,25,1,80,8/4/2013
Ho Chi Minh City,32,25,15.4,79,8/4/2014
Ho Chi Minh City,32,26,5.5,75,8/4/2015
Ho Chi Minh City,30,25,15.6,83,8/4/2016
Ho Chi Minh City,31,26,47.5,85,8/4/2017
Ho Chi Minh City,31,25,10.2,80,8/4/2018
Ho Chi Minh City,30,25,6.3,85,8/4/2019
Ho Chi Minh City,28,26,25.2,87,8/4/2020
Ho Chi Minh City,32,24,2.2,83,8/3/2010
Ho Chi Minh City,32,25,21,83,8/3/2011
Ho Chi Minh City,32,24,8,78,8/3/2012
Ho Chi Minh City,29,24,5.4,88,8/3/2013
Ho Chi Minh City,31,24,3,77,8/3/2014
Ho Chi Minh City,31,27,47.9,78,8/3/2015
Ho Chi Minh City,31,25,16.7,84,8/3/2016
Ho Chi Minh City,31,26,26.4,83,8/3/2017
Ho Chi Minh City,31,25,17.6,79,8/3/2018
Ho Chi Minh City,29,24,13,88,8/3/2019
Ho Chi Minh City,29,26,20,83,8/3/2020
Ho Chi Minh City,31,25,3.8,87,8/8/2009
Ho Chi Minh City,31,24,12.6,82,8/8/2010
Ho Chi Minh City,32,24,5.4,84,8/8/2011
Ho Chi Minh City,31,25,3.5,81,8/8/2012
Ho Chi Minh City,32,26,8,83,8/8/2013
Ho Chi Minh City,33,25,3,77,8/8/2014
Ho Chi Minh City,32,25,11.1,80,8/8/2015
Ho Chi Minh City,33,25,6.6,74,8/8/2016
Ho Chi Minh City,34,27,21.3,78,8/8/2017
Ho Chi Minh City,29,25,44.4,87,8/8/2018
Ho Chi Minh City,27,24,74,92,8/8/2019
Ho Chi Minh City,32,26,5.3,76,8/8/2020
Ho Chi Minh City,30,24,23.6,92,8/11/2009
Ho Chi Minh City,30,24,6,88,8/11/2010
Ho Chi Minh City,31,24,5.5,81,8/11/2011
Ho Chi Minh City,34,24,4.2,74,8/11/2012
Ho Chi Minh City,32,25,18.6,86,8/11/2013
Ho Chi Minh City,35,26,1.5,71,8/11/2014
Ho Chi Minh City,31,26,38.7,79,8/11/2015
Ho Chi Minh City,32,26,19.8,80,8/11/2016
Ho Chi Minh City,34,27,26.7,77,8/11/2017
Ho Chi Minh City,30,25,10,83,8/11/2018
Ho Chi Minh City,30,25,15.2,85,8/11/2019
Ho Chi Minh City,32,26,22.3,77,8/11/2020
Ho Chi Minh City,31,24,7.9,90,8/12/2009
Ho Chi Minh City,35,24,5.3,84,8/12/2010
Ho Chi Minh City,32,25,25.1,82,8/12/2011
Ho Chi Minh City,34,26,5.7,73,8/12/2012
Ho Chi Minh City,31,25,13.9,86,8/12/2013
Ho Chi Minh City,35,26,0.2,71,8/12/2014
Ho Chi Minh City,33,26,22.3,80,8/12/2015
Ho Chi Minh City,33,26,27.1,81,8/12/2016
Ho Chi Minh City,35,27,13.3,76,8/12/2017
Ho Chi Minh City,29,25,19.7,81,8/12/2018
Ho Chi Minh City,33,25,3.2,80,8/12/2019
Ho Chi Minh City,33,27,10.9,75,8/12/2020
Ho Chi Minh City,30,24,13.7,90,8/6/2009
Ho Chi Minh City,33,25,2,78,8/6/2010
Ho Chi Minh City,31,25,28,88,8/6/2011
Ho Chi Minh City,34,25,0.6,73,8/6/2012
Ho Chi Minh City,32,25,21.4,85,8/6/2013
Ho Chi Minh City,31,24,17.7,86,8/6/2014
Ho Chi Minh City,31,26,24.9,78,8/6/2015
Ho Chi Minh City,32,25,24.1,80,8/6/2016
Ho Chi Minh City,33,26,6.7,80,8/6/2017
Ho Chi Minh City,29,25,42.8,87,8/6/2018
Ho Chi Minh City,29,24,47.8,87,8/6/2019
Ho Chi Minh City,25,24,51.9,92,8/6/2020
Ho Chi Minh City,31,25,16.2,91,8/13/2009
Ho Chi Minh City,33,25,13.1,84,8/13/2010
Ho Chi Minh City,34,25,7,79,8/13/2011
Ho Chi Minh City,34,26,4.3,74,8/13/2012
Ho Chi Minh City,31,24,19.2,86,8/13/2013
Ho Chi Minh City,35,26,0.6,69,8/13/2014
Ho Chi Minh City,33,27,5.2,79,8/13/2015
